ProductName,Rating,Price,OriginalPrice,Discount,Reviews,Features,PageNumber
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹33,990","₹60,990",44% off,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",30
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,"₹42,990","₹78,990",45% off,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,30
LG 2021 Model 1.5 Ton 5 Star Split Dual Inverter AC,4.2,"₹43,298","₹72,990",40% off,"46,175 Ratings & 4,255 Reviews",Room Size: 111 - 150 sqft,30
Panasonic 2024 Model 1 Ton 3 Star Split Fixed Speed AC,4.2,"₹35,040","₹42,100",16% off,"5,369 Ratings & 613 Reviews","Annual Power Usage: 656.44 UnitsRoom Size: 90 sqft or Below1 Year on Product, 5 Years on PCB and 10 Years on Compressor",30
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,4,"₹26,490","₹38,600",31% off,"8,298 Ratings & 716 Reviews","Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",30
"CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,"₹32,490","₹65,500",50% off,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",30
Hitachi 2023 Model 1 Ton 5 Star Split Inverter AC,4.1,"₹35,431","₹55,990",36% off,958 Ratings & 167 Reviews,Annual Power Usage: 533.61 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,30
Voltas 2022 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹34,950","₹67,729",48% off,"83,437 Ratings & 7,067 Reviews",Annual Power Usage: 1017.95 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,30
Hitachi 2023 Model 1.5 Ton 5 Star Split Inverter AC,4,"₹43,500","₹72,900",40% off,"5,094 Ratings & 705 Reviews",Annual Power Usage: 813.13 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,30
ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹34,695","₹45,900",24% off,"15,623 Ratings & 1,827 Reviews",Annual Power Usage: 969.15 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor from Onida,30
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹32,240","₹57,150",43% off,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years  warranty on compressor",30
Samsung 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹36,490","₹72,990",50% off,"26,515 Ratings & 2,683 Reviews",Annual Power Usage: 751.24 WRoom Size: 111 - 150 sqft5 Years Comprehensive Warranty on AC and 10 Years Warranty on Compressor,30
Lloyd 2023 Model 1 Ton 3 Star Split Inverter with Wi-fi AC,4,"₹28,990","₹50,990",43% off,"5,114 Ratings & 551 Reviews",Annual Power Usage: 700.06 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,30
Godrej 2024 Model 1 Ton 5 Star Split Inverter AC,4,"₹35,900","₹48,990",26% off,"2,579 Ratings & 244 Reviews","Annual Power Usage: 516.37 UnitsRoom Size: 90 sqft or Below1 Year Warranty on the Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",30
"Samsung Bespoke AI 2026 Model 1.5 ton 4 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,"₹38,990","₹82,990",53% off,"6,233 Ratings & 578 Reviews",Annual Power Usage: 713.57 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,30
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,4.2,"₹33,490","₹65,900",49% off,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",30
Panasonic 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹38,090","₹57,400",33% off,"24,445 Ratings & 2,408 Reviews",Annual Power Usage: 987.91 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,30
Lloyd 2025 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,4.1,"₹37,990","₹69,999",45% off,"20,599 Ratings & 2,180 Reviews",Annual Power Usage: 874.94 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty,30
"Haier 2024 Model 1 Ton 3 Star Split Dual Inverter with Micro Bacterial Filter, 60 High Ambient Perform...",3.8,"₹28,699","₹58,000",50% off,"3,318 Ratings & 266 Reviews",Annual Power Usage: 697.66 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Product and 12 Years Warranty on Compressor,30
Samsung Bespoke AI 2025 Model 1.5 ton 3 Star Split WindFree Inverter with Wi-fi 5 Step Convertible Coo...,4.1,"₹63,490",,,"37,322 Ratings & 3,395 Reviews",Annual Power Usage: 1047.62 UnitsRoom Size: 111 - 150 sqft5 years comprehensive warranty on product and 10 years on compressor,30
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling an...,4.2,"₹42,990","₹78,990",45% off,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor",30
Midea 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Turbo Mode for Fa...,4.3,"₹29,990","₹59,700",49% off,"18,604 Ratings & 2,838 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor",30
Godrej 2025 Model 1.5 Ton 3 Star Split Inverter AC,4,"₹32,549","₹42,300",23% off,"22,727 Ratings & 1,770 Reviews",Room Size: 111 - 150 sqft,30
Hitachi 2023 Model 1.5 Ton 3 Star Split Inverter ir throw with Hexa Sensor Technology AC,4,"₹36,450","₹63,100",42% off,"10,460 Ratings & 1,257 Reviews","Annual Power Usage: 1012.62 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on Controller (PCB) and 10 Years Warranty on Compressor.",30
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹33,990","₹60,990",44% off,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",31
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,"₹42,990","₹78,990",45% off,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,31
Blue Star 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹37,490","₹60,500",38% off,"26,862 Ratings & 2,253 Reviews","Annual Power Usage: 918.45 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years warranty on PCB, 10 years warrantry on Inverter compressor",31
"Hitachi 2023 Model 2 Ton 3 Star Split Inverter ice Clean, Xpandable Plus, Long air throw with Hexa Sen...",4,"₹59,235","₹75,400",21% off,544 Ratings & 69 Reviews,"Annual Power Usage: 1277.22 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Years Warranty on Controller (PCB) and 10 Years Warranty on Compressor.",31
Samsung 2026 Model 2 Ton 3 Star Split Inverter AC,4,"₹47,490","₹67,190",29% off,426 Ratings & 25 Reviews,Annual Power Usage: 1084.6 UnitsRoom Size: 151 - 200 sqft1 Year Standard,31
Blue Star 2023 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹36,999","₹58,500",36% off,"26,862 Ratings & 2,253 Reviews",Annual Power Usage: 1012.44 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,31
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,4,"₹26,490","₹38,600",31% off,"8,298 Ratings & 716 Reviews","Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",31
"CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,"₹32,490","₹65,500",50% off,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",31
"Hitachi 2023 Model 1 Ton 3 Star Split Inverter ice Clean, Xpandable Plus, Long air throw with Hexa Sen...",3.9,"₹32,990","₹61,400",46% off,"2,394 Ratings & 305 Reviews",Annual Power Usage: 669.16 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and 5 Years Warranty on Compressor,31
Daikin 2018 Model 1.5 Ton 3 Star Split Fixed Speed AC,4.2,"₹37,218","₹42,990",13% off,"24,785 Ratings & 1,912 Reviews",Annual Power Usage: 0 UnitsRoom Size: 111 - 150 sqft1 Year on Product and 5 Years on Compressor from Daikin,31
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹32,240","₹57,150",43% off,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years  warranty on compressor",31
"Samsung Bespoke AI 2026 Model 1.5 ton 4 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,"₹38,990","₹82,990",53% off,"6,233 Ratings & 578 Reviews",Annual Power Usage: 713.57 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,31
Voltas 2022 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹34,950","₹67,729",48% off,"83,437 Ratings & 7,067 Reviews",Annual Power Usage: 1017.95 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,31
Hitachi 2023 Model 1.5 Ton 5 Star Split Inverter AC,4,"₹43,500","₹72,900",40% off,"5,094 Ratings & 705 Reviews",Annual Power Usage: 813.13 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,31
Lloyd 2025 Model 1.5 Ton 3 Star Split Inverter with Wi-fi Anti-Viral AC,4.1,"₹36,990","₹63,490",41% off,"20,599 Ratings & 2,180 Reviews","Annual Power Usage: 990.77 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor.",31
"Haier 2024 Model 1 Ton 3 Star Split Dual Inverter with Micro Bacterial Filter, 60 High Ambient Perform...",3.8,"₹28,699","₹58,000",50% off,"3,318 Ratings & 266 Reviews",Annual Power Usage: 697.66 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Product and 12 Years Warranty on Compressor,31
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,4.2,"₹33,490","₹65,900",49% off,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",31
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling an...,4.2,"₹42,990","₹78,990",45% off,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor",31
Samsung Bespoke AI 2025 Model 1.5 ton 3 Star Split WindFree Inverter with Wi-fi 5 Step Convertible Coo...,4.1,"₹63,490",,,"37,322 Ratings & 3,395 Reviews",Annual Power Usage: 1047.62 UnitsRoom Size: 111 - 150 sqft5 years comprehensive warranty on product and 10 years on compressor,31
Voltas 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹47,499","₹77,990",39% off,"41,002 Ratings & 3,819 Reviews",Room Size: 111 - 150 sqft,31
"Godrej 2025 Model 1.5 Ton 5 Star Split Inverter AI Powered, 5-In-1 Convertible, Heavy Duty Cooling At ...",4,"₹33,490","₹50,600",33% off,"12,566 Ratings & 1,206 Reviews","Annual Power Usage: 736.46 kWhRoom Size: 111 - 150 sqft5 year warranty on whole product, 10 years warranty on compressor , Warranty can be availed after registering on Brand website within 7 days of purchase.",31
Midea 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Turbo Mode for Fa...,4.3,"₹29,990","₹59,700",49% off,"18,604 Ratings & 2,838 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor",31
Haier 2025 Model 1.6 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹43,450","₹82,000",47% off,171 Ratings & 15 Reviews,Annual Power Usage: 836.95 WRoom Size: 151 - 200 sqft5 Year Comprehensive Warranty,31
IFB 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹33,999","₹59,999",43% off,"8,648 Ratings & 903 Reviews",Room Size: 111 - 150 sqft,31
Hitachi 2021 Model 1.5 Ton 3 Star Split Fixed Speed AC,4,"₹37,062","₹50,600",26% off,"10,460 Ratings & 1,257 Reviews",Annual Power Usage: 1703.04 UnitsRoom Size: 111 - 150 sqft1 Year on Product and 10 Years on Compressor from Hitachi,32
Hitachi 2023 Model 2 Ton 3 Star Split Inverter AC,4,"₹50,545","₹80,400",37% off,544 Ratings & 69 Reviews,Annual Power Usage: 1409.41 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,32
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹33,990","₹60,990",44% off,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",32
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,"₹42,990","₹78,990",45% off,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,32
Godrej 2022 Model 1.5 Ton 3 Star Split Inverter AC,4,"₹28,999","₹43,900",33% off,"22,727 Ratings & 1,770 Reviews",Annual Power Usage: 980.37 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,32
Hitachi 2023 Model 1 Ton 3 Star Split Inverter AC,3.9,"₹35,110","₹55,400",36% off,"2,394 Ratings & 305 Reviews",Annual Power Usage: 669.16 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,32
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,4,"₹26,490","₹38,600",31% off,"8,298 Ratings & 716 Reviews","Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",32
"CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,"₹32,490","₹65,500",50% off,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",32
Voltas 2024 Model 1.5 Ton 5 Star Split Inverter AC,4.2,"₹37,150","₹75,990",51% off,"41,002 Ratings & 3,819 Reviews",Annual Power Usage: 751.28 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor*,32
Whirlpool 2018 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹32,990","₹65,400",49% off,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 0 UnitsRoom Size: 111 - 150 sqft1 Year on Comprehensive Unit , 10 years on compressor & 1 year on condensor",32
"Panasonic 2023 Model 1 Ton 5 Star Split Inverter with Wi-fi with 4 Way Swing, PM 0.1 Air Purification ...",4.2,"₹57,658","₹59,999",3% off,"4,169 Ratings & 452 Reviews","Annual Power Usage: 523.15 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",32
Haier 2023 Model 1.5 Ton 3 Star Split Inverter AC,4,"₹33,999","₹66,000",48% off,"6,315 Ratings & 597 Reviews",Annual Power Usage: 1029.15 WRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty,32
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹32,240","₹57,150",43% off,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years  warranty on compressor",32
Samsung 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹36,490","₹72,990",50% off,"26,515 Ratings & 2,683 Reviews",Annual Power Usage: 751.24 WRoom Size: 111 - 150 sqft5 Years Comprehensive Warranty on AC and 10 Years Warranty on Compressor,32
Panasonic 2023 Model 1.5 Ton 5 Star Split Inverter with Wi-fi Convertible 7-in-1 with Additional AI Mo...,4.2,"₹66,206","₹69,999",5% off,"22,111 Ratings & 2,346 Reviews","Annual Power Usage: 774.19 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",32
Whirlpool 2026 Model 1 Ton 3 Star Split Inverter AC,4.1,"₹28,890","₹57,950",50% off,"10,799 Ratings & 1,227 Reviews",Annual Power Usage: 594.03 UnitsRoom Size: 90 sqft or BelowCompressor Warranty 1+9 Years,32
"Samsung Bespoke AI 2026 Model 1.5 ton 4 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,"₹38,990","₹82,990",53% off,"6,233 Ratings & 578 Reviews",Annual Power Usage: 713.57 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,32
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,4.2,"₹33,490","₹65,900",49% off,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",32
Hitachi 2023 Model 1.5 Ton 3 Star Split Inverter AC,4,"₹37,350","₹63,100",40% off,"10,460 Ratings & 1,257 Reviews",Annual Power Usage: 1024.34 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,32
Lloyd 2021 Model 1.5 Ton 3 Star Split Fixed Speed AC,4.1,"₹35,789","₹52,990",32% off,"20,599 Ratings & 2,180 Reviews",Annual Power Usage: 1490 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 5 Years on Compressor,32
CARRIER 2022 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹67,790",,,"38,222 Ratings & 4,626 Reviews",Annual Power Usage: 999.69 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years on Compressor,32
Godrej 2023 Model 2 Ton 3 Star Split Fixed Speed with Anti-Dust Filter AC,3.9,"₹41,990","₹61,990",32% off,"2,151 Ratings & 134 Reviews","Annual Power Usage: 1215.35 UnitsRoom Size: 151 - 200 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 5 Years Warranty on Compressor",32
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling an...,4.2,"₹42,990","₹78,990",45% off,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor",32
Midea 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Turbo Mode for Fa...,4.3,"₹29,990","₹59,700",49% off,"18,604 Ratings & 2,838 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor",32
Hitachi 2023 Model 2 Ton 3 Star Split Inverter AC,4,"₹50,545","₹80,400",37% off,544 Ratings & 69 Reviews,Annual Power Usage: 1409.41 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,33
Hitachi 2023 Model 1 Ton 3 Star Split Inverter AC,3.9,"₹35,110","₹55,400",36% off,"2,394 Ratings & 305 Reviews",Annual Power Usage: 669.16 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,33
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹33,990","₹60,990",44% off,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",33
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,"₹42,990","₹78,990",45% off,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,33
Haier 2025 Model 1.5 Ton 3 Star Split HEXA Inverter with Wi-fi AC,4,"₹33,500","₹64,000",47% off,"6,315 Ratings & 597 Reviews",Room Size: 111 - 150 sqft,33
Haier 2023 Model 1.5 Ton 3 Star Split Inverter AC,4,"₹33,999","₹66,000",48% off,"6,315 Ratings & 597 Reviews",Annual Power Usage: 1029.15 WRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty,33
CARRIER 2022 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹67,790",,,"38,222 Ratings & 4,626 Reviews",Annual Power Usage: 999.69 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years on Compressor,33
Lloyd 2021 Model 1.5 Ton 3 Star Split Fixed Speed AC,4.1,"₹35,789","₹52,990",32% off,"20,599 Ratings & 2,180 Reviews",Annual Power Usage: 1490 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 5 Years on Compressor,33
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,4,"₹26,490","₹38,600",31% off,"8,298 Ratings & 716 Reviews","Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",33
"CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,"₹32,490","₹65,500",50% off,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",33
MITSUBISHI HEAVY INDUSTRIES 2026 Model 1.5 Ton 2 Star Split Fixed Speed AC,,"₹58,099","₹58,500",,,"Annual Power Usage: 1012.53 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product ,1 year warranty on PCB and 5 Years Warranty on Compressor",33
Panasonic 2025 Model 1.5 Ton 3 Star Hot and Cold Split Inverter AC,4.1,"₹43,720","₹62,900",30% off,"24,445 Ratings & 2,408 Reviews","Annual Power Usage: 928.57 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive warranty on Product,
5 Years warranty on PCB & 
10 Years warranty on Compressor",33
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹32,240","₹57,150",43% off,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years  warranty on compressor",33
"Samsung Bespoke AI 2026 Model 1.5 ton 4 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,"₹38,990","₹82,990",53% off,"6,233 Ratings & 578 Reviews",Annual Power Usage: 713.57 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,33
Lloyd 2022 Model 0.8 Ton 3 Star Split Inverter AC,4.1,"₹45,999",,,"2,789 Ratings & 393 Reviews",Annual Power Usage: 585.16 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 10 Years on Compressor,33
Blue Star 2025 Model 2 Ton 3 Star Window Fixed Speed AC,3.8,"₹38,690","₹50,000",22% off,168 Ratings & 13 Reviews,Annual Power Usage: 1435.97 kWhRoom Size: 151 - 200 sqftWarranty of the Product is Limited to Manufacturing Defects Only,33
Panasonic 2023 Model 1.5 Ton 3 Star Hot and Cold Split Inverter with Wi-fi AC,4.1,"₹47,090","₹62,900",25% off,"24,445 Ratings & 2,408 Reviews","Annual Power Usage: 972.89 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB, 5 Years Warranty on ODU Casing and 10 Years Warranty on Compressor",33
Godrej 2025 Model 1.5 Ton 3 Star Window Fixed Speed AC,4,"₹41,900",,,"2,193 Ratings & 161 Reviews","Annual Power Usage: 1203.74 WRoom Size: 111 - 150 sqft1 Year on Product (Except Remote, Add-on Plastic Parts) 5 Years warranty  On Compressor",33
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,4.2,"₹33,490","₹65,900",49% off,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",33
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling an...,4.2,"₹42,990","₹78,990",45% off,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor",33
IFB 2024 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹36,200","₹72,990",50% off,"8,648 Ratings & 903 Reviews",Annual Power Usage: 1002.83 kWhRoom Size: 111 - 150 sqft,33
"LG 2023 Model 1.5 Ton 5 Star Split Inverter AI Convertible 6-in-1 Cooling , HD Filter with Anti-Virus ...",4.2,"₹46,500","₹75,990",38% off,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 685.26 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor with Gas Charging",33
